OBJECTID,LANDUSECODE,LANDUSEDESC,LASTUPDATE,LASTEDITOR,DENSITY,FAR,HISTORY,ACRES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,UNITCOUNT,SHAPE_Length,SHAPE_Area
2330,MDR,Medium-Density Residential,,,, , ,5.98071966,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{9297AA32-B077-4873-A09C-A7375FAEC1F6},1777.9,3015.86473458484,260519.106339962
2331,HDC,High-Density Commercial,,, , , ,393.08526771,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{739F1D78-A5FF-407E-96E7-85349D1B6984},0,34436.9789953834,17122725.7702125
2332,SFR,Single-Family Residential,,, , , ,53.54602973,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{1A4C46F0-7BD1-4EBE-AA46-CADFE5B6B480},107.1,9646.30546700119,2332455.72525133
2333,MDR,Medium-Density Residential,,,17-29, , ,29.30848666,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{4802BE56-09D7-43DA-8A7D-AA63D00DF49C},857.8,4784.10848137352,1276672.57241355
2334,LDR,Low-Density Residential,,,0-8, , ,233.30506344,GIS,2018/03/20 00:34:05,GIS,2020/08/19 19:02:07,{8C625393-24A9-480F-8A64-66F400080DE5},1879.1,18468.6337085893,10149560.9075397
2335,VHDR,Very High-Density Residential,,, , , ,61.68678919,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{DEB59EDA-0B0F-41F8-B028-FF338F4621F5},3951.4,11013.4007867614,2687065.78875582
2336,HDR,High-Density Residential,,, , , ,79.29945555,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{58722B01-8110-463E-A21C-0918882D49D9},2583.3,9341.66384741617,3454270.46644887
2337,MU,Mixed-Use,,, , , ,46.32897524,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{97156D0A-BD87-428F-8F81-CC81D0AF44E0},0,6276.46719352173,2018082.08892012
2338,MDR,Medium-Density Residential,,,0-16, , ,35.84320579,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{90058808-20BB-4C6A-B6B4-012A68B80C67},1262.9,5720.70747490823,1561323.7986933
2339,SFR,Single-Family Residential,,, , , ,323.96512969,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{882014A7-6D6D-4C6C-8843-B3F80F10AD87},803.3,22470.3537554591,14111864.6018605
2340,HDR,High-Density Residential,,, , , ,2.82236663,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{2D1A2D03-0085-4A57-B2C0-DBC0E7E092F1},81.8,1544.78679550025,122941.798614763
2341,MDR,Medium-Density Residential,,,0-16, , ,0.24021348,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{E66CD0A2-43A4-4F29-AED8-29A4C443FBA9},3.8,541.969429121073,10463.6574352211
2342,LDC,Low-Density Commercial,,, , , ,21.37564497,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{75588150-B5DA-4772-B46D-B7DC8766D26D},0,4729.99783709212,931119.370388216
2343,SFR,Single-Family Residential,,, , , ,29.70119365,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{500F710A-D1D3-47C8-A738-240B2EB859A9},231.1,6832.13893886819,1293778.82008487
2344,LDC,Low-Density Commercial,,, , , ,0.22748398,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{A5FE3D25-3B88-4B8D-91D7-747618388006},231.1,423.108056718836,9909.1626813584
2345,LDC,Low-Density Commercial,,, , , ,24.40622582,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{97067B8B-7491-4EC2-9D87-1244827D6505},0,4669.52832503395,1063130.94407111
2346,O-I,Office/Institutional,,, , , ,0.66253771,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{7EDB9309-0A0F-48E5-A03F-7756DC78255D},0,717.038755833781,28860.0270509282
2347,LDR,Low-Density Residential,,, , ,MDR,0.26222902,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{F664065E-EA9C-4178-8257-E3E6C0575821},4.2,564.518873244076,11422.6504801681
2348,MU,Mixed-Use,,, , , ,5.23474969,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{552EEEC5-250F-4EA8-8526-0A2B9DF7154B},0,2952.95555798725,228024.784209882
2349,LDC,Low-Density Commercial,,, , , ,0.20778522,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{B230173D-D157-4083-8355-44DB21F1C7AC},0,456.472342661614,9051.0881159648
2350,MU,Mixed-Use,,, , , ,4.54552282,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{487BE028-057F-46A9-8FDD-A2D1F3DA9BBB},0,1793.02817943682,198002.182026853
2351,I,Industrial,,, , , ,14.72022087,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{9559F8EE-7FFB-457F-B030-D639FF70340A},0,4690.16525251709,641210.256108732
2352,LDC,Low-Density Commercial,,, , , ,9.97590569,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{62E7FFBE-1CAC-4419-832C-F839420855B7},0,2809.28454824877,434548.713778325
2353,MDR,Medium-Density Residential,,, , , ,4.31343086,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{C0FD52DE-CC9E-4A94-A882-74A3355F20CA},69,2226.77984424188,187892.296769425
2354,LDC,Low-Density Commercial,,, , , ,0.90989492,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:47,{F97B96A4-5ECE-4006-87BD-DA6B20F96FAA},5.4,1053.93724250202,39634.8641200127
2355,O-I,Office/Institutional,,, ,0.0 - 3.0,O-I,231.4548977,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{288C9284-8188-4F1C-8685-1AB643B4EF2D},0,15869.6141813354,10082135.0152688
2356,OS,Open Space,,, ,n/a,OS,265.61734047,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{D07117E0-97B5-4DD5-9151-E5D786588287},0,15737.9805834261,11570245.069709
2357,LDC,Low-Density Commercial,,, ,0.0 - 3.0,LDC,71.65504581,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{0F25DB70-9D7E-4ACE-B626-B1EEE815A6F5},0,8711.60246405301,3121281.31040966
2358,MDR,Medium-Density Residential,,,30-64, , ,5.20530724,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{4947E29F-1F5C-494E-B392-629032DE5D9B},332.8,2365.09067368419,226742.276331407
2359,LDC,Low-Density Commercial,,, , ,MDR,7.22407274,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{E3BFDEF3-4F0B-485B-BC63-BD18690BD830},209.4,2483.28138105696,314679.349729807
2360,LDR,Low-Density Residential,,, , , ,4.64650864,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{F0A1898B-D866-496F-AE24-5FDDE2F47999},37.1,2257.74670322602,202401.106793108
2361,OS,Open Space,,, , , ,3.37118849,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{B0627F4B-094C-476E-93AB-BD04494DDC6A},0,2014.59875196989,146848.383443932
2362,MDR,Medium-Density Residential,,, , , ,1.45042723,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{539EAD65-4DA8-4189-A029-1888BD2F27CF},21.9,1098.41001456955,63180.3575539185
2363,LDR,Low-Density Residential,,,0-8, , ,36.06604013,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{3F171E32-EEC3-4F3B-8192-C87F47EB6749},288.6,6368.16224482946,1571030.42372676
2364,LDC,Low-Density Commercial,,, , , ,5.77021381,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{6BA901D4-DD47-4E69-A0D0-55A3EAE4AF45},0,2496.91931440722,251349.508376225
2365,LDR,Low-Density Residential,2016/12/14 01:39:12,GIS,, ,LDR,230.91103714,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{0F7EF73F-A43C-48D6-BC49-315B796781E2},2019.8,17776.5003465283,10058444.5441267
2366,HDR,High-Density Residential,,, , , ,15.41538935,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{46781FEF-5818-4231-AEBA-D99FB427D4C2},447.2,5083.22858916046,671491.674207169
2367,MDR,Medium-Density Residential,,,0-16, , ,12.79640053,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{59701348-D275-4188-B6F2-7908C87665D3},396.5,6337.00162382285,557408.977365442
2368,MU,Mixed-Use,,, , , ,20.41156135,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{8936B5E8-9124-4A10-B560-124BB8D660F9},0,4111.76711622201,889124.05605266
2369,LDC,Low-Density Commercial,,, , , ,10.63813137,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{4FCCF92A-0781-481F-AFB1-265A80289012},0,3268.41886592373,463395.148974945
2370,HDR,High-Density Residential,,, , , ,10.2807623,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{10095190-DCFE-4D29-874D-AF58C629B9CA},358.4,3925.47768415498,447828.214682221
2371,SFR,Single-Family Residential,,, , , ,113.01802719,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{1ECED01A-5369-4C80-B659-48787D30480D},231.2,14025.1000643397,4923045.57208007
2372,MU,Mixed-Use,,, , , ,188.38516267,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{CF5DC713-8E01-4075-89CF-FAA6E6649037},0,17857.8900409185,8206024.86152916
2373,SFR,Single-Family Residential,,, , , ,40.42526063,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{2FF4E00F-C9CC-4F70-8CDC-69EFD6EE795D},82.4,6794.01596735364,1760917.30936762
2374,LDC,Low-Density Commercial,,, , , ,15.49800568,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{264EDF3B-2328-4651-8485-0082751661ED},0,4772.01502705548,675090.427247347
2375,MDR,Medium-Density Residential,,,0-16, , ,45.51120986,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{7230CE6E-FF8E-4B66-AF32-7C85D7C5A1F0},728.2,10051.9934491044,1982460.3717814
2376,LDR,Low-Density Residential,,,0-8, , ,53.41645508,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{64D08AD4-0D44-4376-91DC-E857C6CB3CF7},531.7,7418.83739832899,2326811.47589616
2377,MDR,Medium-Density Residential,,, , , ,11.053101,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{615807AA-7DAF-4723-8FA4-92242694FDBF},176.8,2990.9148385658,481471.15345987
2378,MDR,Medium-Density Residential,,, , , ,8.02392784,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{23745F66-C34F-4130-9C6D-D5FE369065DB},128.5,2586.03478314586,349520.898621616
2379,MDR,Medium-Density Residential,,, , , ,14.64059805,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{FCC2C663-536B-402E-96C8-82BFBA60602D},234.2,3720.38313709715,637741.899953269
2380,LDR,Low-Density Residential,,,0-8, , ,51.64116747,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{3F6352E7-E89D-488C-B007-FC5CBDDB7074},413.1,7327.79222921853,2249480.25692272
2381,MDR,Medium-Density Residential,,,30-64, , ,8.43882829,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{B49F3E13-7510-40BF-AD5B-78FE8E0176D1},540.2,3050.50344754732,367593.889807052
2382,O-I,Office/Institutional,,, , , ,8.25607388,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{7F2CF653-FC00-46AE-82E9-A90A6540E04C},0,2552.59449842639,359633.139696996
2383,LDR,Low-Density Residential,,,0-8, , ,7.75045033,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{90CC7A05-6BB4-4F1B-9C26-B7F970DA6DA6},61.9,3249.1707753856,337608.265774717
2384,VHDR,Very High-Density Residential,,, , , ,4.48346693,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{10949207-4423-4668-AAE6-F1948D1AAA48},286.7,2020.82238837951,195299.038174478
2385,HDR,High-Density Residential,,, , , ,12.76076772,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{E251C3F9-AC73-4CCB-8B34-94D43B2AE05D},370,4236.55271686014,555856.818391116
2386,LDR,Low-Density Residential,,,0-8, , ,8.00139939,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{6FE533B2-B6C3-4327-AB07-3C1810CAD995},64,2678.84291900714,348539.563388513
2387,O-I,Office/Institutional,2019/11/22 00:00:00,STH, , ,LDC,5.7807949,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{E899EC36-EDFD-40E9-8FBA-6AC1AB481530},0,2189.19711502214,251810.418791471
2388,MDR,Medium-Density Residential,,, , , ,0.87585578,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{9F4008FF-AA9A-4F09-ACC2-36FE5F3DBBC3},13.9,839.269528837436,38152.1250703692
2389,OS,Open Space,,, , , ,12.03934509,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{BEF747EA-3DAB-4081-B579-858FCBA9681D},0,3618.67944492073,524431.77444695
2390,VHDR,Very High-Density Residential,,, , , ,9.1278983,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{97DB7971-DCB0-4E31-9646-F6DFBE61DBD5},584.3,2691.35574260317,397609.659706677
2391,O-I,Office/Institutional,,, , , ,12.91409358,GIS,2018/03/20 00:34:05,GIS,2020/08/11 16:11:21,{45800A6E-500A-4D9D-AD32-C830E692E6F6},0,3494.71654133344,563916.831326875
2392,LDR,Low-Density Residential,,,9-16, , ,24.07446601,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{2D094E2A-C6A4-4682-BBFB-CA16886684CA},385,4921.15900679763,1048679.54469812
2393,LDC,Low-Density Commercial,,, , , ,8.28500767,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{2CD2BCEA-75FD-4BCC-B2AD-A567BD08A8CA},0,2772.40740166796,360893.490655908
2394,MDR,Medium-Density Residential,,,0-16, , ,3.76737226,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{FCD53AAD-3685-4A5E-8E3E-1BA3FF3B6795},60.2,2061.8438531131,164106.079231449
2395,MDR,Medium-Density Residential,,,0-16, , ,30.12356491,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{D06078BC-CA3E-4CF1-A241-835A2161C63F},482.1,5330.77906419527,1312177.23884804
2396,LDR,Low-Density Residential,,,0-8, , ,12.50389852,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{F9FB04D5-9301-4FB8-AA56-D3251E89B623},100.1,3053.29616439509,544667.640705443
2397,MDR,Medium-Density Residential,,, , , ,3.74870462,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{CFA940C4-0E2F-48D3-BE16-E61A0E116AC0},60,2306.77425708521,163292.920258793
2398,LDC,Low-Density Commercial,,, , , ,4.90720596,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{8F106AC0-21C3-4F54-A8B4-FC6EF9FB54CC},0,2333.96240063921,213757.036635982
2399,LDR,Low-Density Residential,,,0-8, , ,5.04576835,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{69BEF53D-9D79-49C0-9A07-C0432E729A68},40.3,2580.10476939762,219792.790215609
2400,MDR,Medium-Density Residential,,,0-16, , ,8.62903713,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{59813631-5573-451D-A36B-D78E10328B43},138.1,2694.55882467986,375879.353712008
2401,LDC,Low-Density Commercial,,, , , ,26.07728231,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{8795DD1D-9673-4C64-91A6-95E8FBE49CEE},0,5103.33926254371,1135921.87357658
2402,VHDR,Very High-Density Residential,,, , , ,12.42532833,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{8F194482-E5B5-482F-A050-669DD2BB0A6A},795.5,3332.93566253196,541245.137150033
2403,HDR,High-Density Residential,,, , , ,23.66404677,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{C2963F2D-E3E9-4E58-B845-3EB11F3DE06C},686.1,4860.13828463677,1030801.75400501
2404,HDC,High-Density Commercial,,, , , ,17.38907572,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{F6524354-6C36-4347-AD24-18456611F9CA},0,3834.25127916072,757465.108700835
2405,O-I,Office/Institutional,,, , ,,100.38077846,GIS,2018/03/20 00:34:05,GIS,2020/08/19 19:02:00,{2ED1E1B0-77B0-4797-A3FE-E5CDC59C87C3},0,12249.2726771931,4385098.88657466
2406,HDR,High-Density Residential,,, , , ,11.91438824,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{6596CF9F-5BFD-4171-95F4-3E4EB28FE702},575.7,3496.22068618031,518988.675576144
2407,LDC,Low-Density Commercial,,, , , ,2.70760591,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{439E54CD-5CDC-4846-A39C-C4DA4B0BC621},0,1336.195490876,117942.841837078
2408,MU,Mixed-Use,2019/11/19 00:00:00,STH, , ,VHDR,15.03854513,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{59DE2B1B-BD10-4B0A-9FCB-769734EF1151},965.1,3812.37342476582,655076.405360301
2409,HDR,High-Density Residential,,, , , ,7.30819877,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{24D8F1DF-5823-43A9-98E2-65B805E2CCA6},211.7,2546.93632325077,318343.865206603
2410,HDR,High-Density Residential,,, , , ,6.31266889,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{EC169678-BDA2-4EA0-BC5B-CD0A9FA84772},182.4,2582.3199422914,274978.757028897
2411,O-I,Office/Institutional,,, , , ,2.44772334,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{29046FFF-C230-4854-9BA4-F9A0557A0271},0,1550.58591064797,106622.402057899
2412,MDR,Medium-Density Residential,,,0-16, , ,29.66784316,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{8F5559F3-F815-4C2D-BEEC-CCDB29FAADDD},476.6,6307.89295126139,1292326.07865805
2413,LDR,Low-Density Residential,,,9-16, , ,5.9984831,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{9AFD5EFB-A5AD-47D8-AD63-E016732D0AB2},96.3,2553.90502984713,261292.878743369
2414,LDC,Low-Density Commercial,,, , , ,2.27871106,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{47BA9092-1B36-420D-9427-797794513794},0,1327.76088756464,99260.2569183993
2415,HDR,High-Density Residential,,, , , ,3.94937185,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{E537DA10-13E3-4A92-91C7-9CD1A09B46B8},114.8,1775.4351804142,172033.949799152
2416,LDC,Low-Density Commercial,,, , , ,2.49102475,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{757158F0-0C1D-4182-8D48-DE9DE18D99EF},0,1695.97266438333,108508.604011033
2417,LDC,Low-Density Commercial,,, , , ,3.75430112,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{6F19A707-7FF9-4F81-97B3-39AA53FD95E3},0,2132.64974506368,163536.702547938
2418,LDR,Low-Density Residential,,,0-8, , ,3.15064045,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{9DAEFC4D-6151-41CE-BE8D-B7947B11F781},25.2,1504.91733215908,137241.349051857
2419,LDR,Low-Density Residential,,,0-8, , ,11.79204191,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{7A8714B2-DCEE-43B5-A013-4EEA4E49741B},94.3,3719.34082936803,513659.290860762
2420,LDR,Low-Density Residential,,, , , ,5.68973033,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{28FF8B75-8ACF-46B6-A6A5-71BFA2ABC58C},45.4,2213.65763609778,247843.661794765
2421,LDR,Low-Density Residential,,,0-8, , ,4.18696693,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{60563B5A-21FD-491D-B5B0-3B103F2DDCD4},30.4,1847.88360103595,182383.550055197
2422,VHDR,Very High-Density Residential,,, , , ,9.42686498,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{7F123B94-152D-4880-B6FC-E1BEF018187F},604.2,2793.18835609246,410632.596155042
2423,MDR,Medium-Density Residential,,, , , ,3.66789663,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{5B001AA9-7B88-491F-87AA-42692C139D8B},59.2,1628.0533394878,159772.93811336
2424,LDC,Low-Density Commercial,,, , , ,37.02916302,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{DA70EFC6-6080-4F8A-9B13-5D07C6461081},0,6711.43708195547,1612983.8889984
2425,MDR,Medium-Density Residential,,,30-64, , ,3.39465079,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{B64A9444-83B6-4E36-84DF-46EEB0779904},217.6,1545.49377317747,147870.396960447
2426,MU,Mixed-Use,,, , , ,18.88581326,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{35884528-34CF-40EF-9D1C-12A77227B66F},0,4079.91395831167,822662.735107294
2427,LDR,Low-Density Residential,,,0-8, , ,2.07567087,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{BE0EF1D9-D912-45EC-BE57-B2922D051D0F},190.2,1382.96298866429,90415.8613977041
2428,MDR,Medium-Density Residential,,,0-16, , ,20.27312515,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{51B3824B-D6EA-45BB-9E06-5BA64B65EB1F},344.2,5104.35649162618,883093.799352709
2429,LDR,Low-Density Residential,,,0-8, , ,115.38586236,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{5676250C-9787-44AA-A7F9-A2EEBB978A0C},1247,13038.9472111354,5026188.05939337
2430,SFR,Single-Family Residential,,, , , ,140.3690275,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{5C7DAA18-0404-400E-8297-3E79C4B55B42},304.4,14783.7404067611,6114450.37995207
2431,LDR,Low-Density Residential,,, , , ,48.95982722,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{BB8094E9-ECF5-477E-BFFD-7FA02FCEE972},395.5,6453.42011897838,2132681.54310413
2432,MDR,Medium-Density Residential,,, , , ,7.75648634,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{28B6CCEF-073D-45F0-98AB-C340D522CF57},124,2791.27933432709,337871.193284416
2433,I,Industrial,,, , , ,90.04934265,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:47,{C4C7A2D7-62CE-4123-A9A2-BB8792694708},0,8413.86877387499,3922533.67551129
2434,I,Industrial,,, , , ,11.44928978,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{EA8141C6-0EC5-48DB-9D41-5C209B6DC404},0,2951.92961390672,498729.067748655
2435,MDR,Medium-Density Residential,,,0-16, , ,1.64084709,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{95F36596-117A-4DB5-A826-648E80BF319E},26.1,1314.6358655362,71475.013288989
2436,MDR,Medium-Density Residential,,,0-16, , ,46.8895938,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{1AF97FB9-444C-49A9-A0D7-3FAD28D0B59F},821.9,8549.84198110909,2042502.53567772
2437,MDR,Medium-Density Residential,,,17-29, , ,16.26310887,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{F289D255-B325-4585-8FBA-04A73D4B90D0},471.5,4077.26245952174,708418.188808145
2438,O-I,Office/Institutional,,, , , ,33.37871189,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{7A9006AE-A90D-4968-A03C-149BA2E76D85},0,6196.56439500841,1453970.87408423
2439,LDR,Low-Density Residential,,, ,0.0 - .349,LDR,1.96954631,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{FF5FD982-FF92-432A-99B7-008CF7D28C81},15.8,1584.36705104375,85793.0940989861
2440,MDR,Medium-Density Residential,,, , , ,11.24418302,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{DEE54FCB-E1A5-437A-897C-084B707841E2},179.8,3156.50678206565,489794.65321906
2441,MDR,Medium-Density Residential,,, , , ,6.58939833,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{68D4EFF3-1DDE-46E3-A224-EE973198BFFF},105.4,2202.3681679766,287033.043279591
2442,MU,Mixed-Use,,, , , ,9.40803381,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{F1E98A32-3DC8-4C54-80DD-77F1BB913D09},0,3149.82237317004,409812.313588777
2443,MU,Mixed-Use,,, , , ,2.07558977,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{49624665-4A26-423C-AB22-08CD44639FC3},0,1345.72418882919,90412.3285422776
2444,OS,Open Space,,, , , ,0.61427552,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{C25DBDFE-5388-4144-B2C2-FC7B47876DF2},0,663.004430388769,26757.7348209006
2445,LDR,Low-Density Residential,,,9-16, , ,0.5336557,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{C379AAB2-C883-4AF0-A059-37BA48CE57B3},8.5,634.801146610918,23245.9493809801
2446,LDC,Low-Density Commercial,,, , , ,3.81645193,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{B491E1A3-5D37-4B98-9B2A-E9EE84BC75BD},0,2194.6872904866,166243.981146986
2447,MDR,Medium-Density Residential,,, , , ,10.28724721,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{2E13570C-41BC-4775-B5F2-E0F69E451632},164.6,2894.15184317986,448110.695929244
2448,MDR,Medium-Density Residential,,, , , ,29.33060866,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{990189E5-7B06-4AD8-9DAD-1653A1268D40},469.1,6570.78441427762,1277636.20255448
2449,MDMU,Medium-Density Mixed-Use,,, , ,LDC,8.11556052,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{AF49BDE7-FEAD-4470-ABFE-92EEC4F6C46B},0,3766.47759995127,353512.401986633
2450,MDR,Medium-Density Residential,,, , , ,2.45239472,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{BF184B02-CCFF-4FE2-8637-7AE8256111CC},39.2,1344.94835561276,106825.886918626
2451,VHDR,Very High-Density Residential,,, , , ,32.03601198,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{E5E99914-8E12-4E57-BA74-13ED1AE2C29C},2050.6,6289.88101830642,1395483.09983862
2452,LDR,Low-Density Residential,,,9-16, , ,4.59314227,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{EB767273-1A3E-4359-A40C-BF189718857F},108.3,2217.82953879763,200076.476952699
2453,HDR,High-Density Residential,,, , , ,11.67737157,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{7455CAFD-1E22-4F6A-A1C7-E14D8EBD2570},338.7,3189.51950083201,508664.270772274
